pagina,details,url
3,"FSE 4998,SE ARRIENDA APARTAMENTO EN EL BARRIO EL PORVENIR, TERCER PISO ,CONSTA DE: 3 HABITACIONES, HABITACION PRINCIPAL CON BAÑO PRIVADO INDEPENDIENTE, BAÑO SOCIAL, COCINA, SALA, PATIO DE ROPAS, GAS DOMICILIARIO, PARQUEADERO PARA MOTO,VALOR $670.000 DESCUENTO POR PRONTO PAGO ,MAYOR INFORMACION 3117668547 ",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EN%20EL%20BARRIO%20EL%20PORVENIR/publicacion/124215
3,,https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20RENTA%20APARTAESTUDIO%20A%20UNA%20CUADRA%20DE%20ALKOSTO%20CENTRO/publicacion/124200
3,"FSE 4971-1,ARRIENDO APARTAMENTO UBICADO EN LA MANZANA J CASA 11 BARRIO
GRANADA 4 ETAPA ENTRADA INDEPENDIENTE, CONSTA DE: 3 ALCOBAS, SALA, COMEDOR, COCINA, 1 BAÑO, PATIO,$500.000 DEPOSITO, $600.000 ARRIENDO,INF. 3173599108",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20APARTAMENTO%20UBICADO%20BARRIO%20GRANADA%204%20ETAPA/publicacion/124186
3,"FSE 4995,SE ARRIENDA APARTAMENTO, EDIFICIO DIYIRIDU CALLE 19 NO 15
26 BARRIO JAVERIANO,CONSTA DE: 3 HABITACIONES, 2 BAÑOS, SALA COMEDOR, COCINA
SEMI INTEGRAL Y PATIO DE ROPAS,SE ARRIENDA A TRAVES DE INMOBILIARIA,INFORMACIÓN WHATSAPP 3166245462.",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EDIFICIO%20DIYIRIDU%20BARRIO%20JAVERIANO/publicacion/124212
3,"FSE 4973,ARRIENDO 2 APARTAMENTOS ,1. BARRIO LAS AMERICAS,CONSTA DE: SALA - COMEDOR, COCINA, 2 HABITACIONES, BAÑO Y PATIO DE ROPAS ,EN 2DO PISO (MADERA),2. BARRIO CAICEDO ,CONSTA DE: 2 HABITACIONES, SALA, COCINA, 1 BAÑO, PATIO DE ROPAS,EN 1 PRIMER PISO ,INF. 3104550501 ",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%202%20APARTAMENTOS%20/publicacion/124188
3,,https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTOS%20Y%20PIEZAS%20EDIFICIO%20MEDINA%20GUERRERO/publicacion/124243
3,"FSE 5032,SE ARRIENDAN APARTAMENTOS,1. APARTAESTUDIO CONDOMINIO AGUALONGO $620.000,2. APARTAMENTO NUEVO HORIZONTE $630.000,INF. 3013176161",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDAN%20APARTAESTUDIO%20CONDOMINIO%20AGUALONGO%20Y%20APARTAMENTO%20NUEVO%20HORIZONTE%20/publicacion/124259
3,"FSE 5012,BARRIO CAICEDONIA (SUR - ORIENTAL) SE ARRIENDA APARTAMENTO 2DO PISO ,CONSTA DE: SALA, COMEDOR, COCINA, BAÑO, 2 ALCOBAS, PATIO DE ROPAS,REQUISITOS: CONSTANCIA LABORAL (3 PERSONAS MAXIMO),VALOR $620.000 INCLUYE AGUA Y ASEO ,INF. 3173060109",https://amorelpasto.com/clasificados/web/app.php/categorias/BARRIO%20CAICEDONIA%20(SUR%20-%20ORIENTAL)%20SE%20ARRIENDA%20APARTAMENTO%20/publicacion/124232
3,"FSE 5015,SE ARRIENDA APARTAMENTO EN GUALCALOMA ,CONSTA DE: SALA, COMEDOR, COCINA, 2 HABITACIONES, ZONA DE LAVANDERIA EN TERRAZA,ESPACIO PARA 1 MOTO Y ES EN EL TERCER PISO ,NO MASCOTAS ,INF. 3186734291 - 3043913938 ",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EN%20GUALCALOMA%20/publicacion/124239
3,,https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRENDA%20APARTAESTUDIOS%20EN%20OBONUCO%20Y%20SAN%20IGNACIO/publicacion/124230
3,"FSE 5026,SE ARRIENDA APARTAMENTO EN UN PRIMER PISO ,CONSTA DE: SALA COMEDOR, COCINA, 2 HABITACIONES, PATIO DE ROPAS PEQUEÑO, 2 BAÑOS ,EXCELENTE UBICACION BARRIO EL RECUERDO - PARQUE BOLIVAR ,CANON DE ARRENDAMIENTO $700.000,INF. 3233237498",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EN%20UN%20PRIMER%20PISO%20/publicacion/124253
3,"FSE 5046,SE ARRIENDA APARTAMENTO UBICADO EN CONJUNTO CERRADO VILLAVERGEL PANAMERICANA - UNIVERSIDAD DE NARIÑO ,CONSTA DE: SALA, COMEDOR, COCINA, 3 HABITACIONES, 2 BAÑOS, 1 HABITACION AUXILIAR, ESPACIO PARA ROPAS Y PARQUEADERO ,PISO 4 SIN ASCENSOR ,INFORMES TEL. 3183838801",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20UBICADO%20EN%20CONJUNTO%20CERRADO%20VILLAVERGEL%20PANAMERICANA/publicacion/124275
3,"FSE 5047,SE ARRIENDA APARTAMENTO AV LAS AMERICAS,DE 3 HABITACIONES ,INF. 3156713315",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20AV%20LAS%20AMERICAS/publicacion/124276
3,"FSE 5097,SE ARRIENDA APARTAMENTOS BARRIO SAN DIEGO NORTE ,CADA UNO CONSTA DE: 2 ALCOBAS, SALA, COCINA, BAÑO Y ZONA DE LAVADO Y SECADO DE ROPA ,BIEN CLAROS, SECOS Y EN CERAMICA ,LLAMAR 3053947082 - 3107967225",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTOS%20BARRIO%20SAN%20DIEGO%20NORTE%20/publicacion/124328
3,"FSE 5076,SE ARRIENDA ACOGEDOR APARTAESTUDIO SEMI AMOBLADO BARRIO FATIMA ,CONSTA DE: SALA, COMEDOR, COCINA, BAÑO, HABITACION AMPLIA Y UNA PEQUEÑA TERRAZA ,VALOR $600.000 INCLUYE SERVICIOS ,INF. 3006860641",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20ACOGEDOR%20APARTAESTUDIO%20SEMI%20AMOBLADO%20BARRIO%20FATIMA%20/publicacion/124306
3,"FSE 5092,SE ARRIENDA APARTAMENTOS UBICADOS EN LA CRA 2 CALLE 24A-36  BARRIO LA CAROLINA,VIA PRINCIPAL, CERCA AL UNICO Y ALKOSTO,TERCER PISO CONSTA DE: 6 HABITACIONES CON BAÑO PRIVADO Y UN BAÑO SOCIAL, COCINA, SALA, PATIO DE ROPAS Y GARAJE PARA CARRO O MOTO,CUARTO PISO CONSTA DE: 3 HABITACIONES, LA PRINCIPAL CON BAÑO PRIVADO, SALA COMEDOR, TERRAZA, GARAJE PARA MOTO O CARRO ,INF. 3137319489",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTOS%20UBICADOS%20BARRIO%20LA%20CAROLINA/publicacion/124323
3,"FSE 5074,SE ARRIENDA APARTAESTUDIO PEQUEÑO PARA PERSONA SOLA ,CALLE 22A #24-146 BARRIO 2 PUENTES - PASTO ,INF. 3172522293 - 3155841576",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAESTUDIO%20PEQUE%C3%91O%20PARA%20PERSONA%20SOLA%20/publicacion/124304
2,"FSE 5067,SE ARRIENDA APARTAMENTO PEQUEÑO, BARRIO ESMERALDA,INF. 3122584161",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20PEQUE%C3%91O%20BARRIO%20ESMERALDA/publicacion/124296
2,"FSE 5112,SE ARRIENDA APARTAESTUDIO UBICADO EN EL EDIFICIO BACCOLINI CENTRO,CONSTA DE: UNA HABITACION CON CLOSET, BAÑO SOCIAL, COCINA INTEGRAL Y PATIO INDEPENDIENTE ,VALOR $750.000 INCLUYE ADMINISTRACION ,INF. 3177759066",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAESTUDIO%20UBICADO%20EN%20EL%20EDIFICIO%20BACCOLINI%20CENTRO/publicacion/124344
2,"FSE 5126,SE ARRIENDA APARTAESTUDIOS, INCLUYE WIFI, AGUA CALIENTE, TV CABLE Y ENERGIA, CERCA AL COLISEO SERGIO ANTONIO RUANO JULIAN BUCHELY ,SE ATIENDE DE 8 A 12 Y 2 A 6PM DE LUNES A VIERNES, SABADO MEDIO DIA ,INF. 3155210849 - 3117329459",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAESTUDIOS%20CERCA%20AL%20COLISEO%20SERGIO%20ANTONIO%20RUANO/publicacion/124358
2,"FSE 5129,SE ARRIENDA APARTAMENTO PEQUEÑO, CONSTA DE: 2 PIEZAS, COCINA, BAÑO Y ZONA DE LAVADERIA, BARRIO PANORAMICO 2 ETAPA ,NOTA: PARA 2 PERSONAS, NO MASCOTAS ,INF. 3164088024",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20PEQUE%C3%91O%20BARRIO%20PANORAMICO/publicacion/124361
2,"FSE 5103,SE ARRIENDA APARTAMENTO, CONSTA DE: 2 ALCOBAS, BAÑO, SALA COMEDOR, COCINA, PATIO DE ROPAS, VALOR $700.000,INCLUIDOS SERVICIOS DE AGUA - LUZ, INTERNET Y TV CABLE OPCIONAL, UBICADO EN LA CALLE 2 #21-12 BARRIO LOS BALCONES, FRENTE AL BACHIE AVENIDA PANAMERICANA A DOS CUADRAS DEL EXITO ,INF. 3244898752 - 3042007152",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20LOS%20BALCONES%20/publicacion/124334
2,"FSE 5152,ARRIENDO BONITO Y COMODO APARTAMENTO UBICADO EN EL BARRIO LA VEGA,EL APARTAMENTO CONSTA DE: GARAJE, SALA COMEDOR, 3 AMPLIAS HABITACIONES, COCINA Y LAVADERO ,MAYOR INFORMACION AL TELEFONO 3108450062",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20BONITO%20Y%20COMODO%20APARTAMENTO%20UBICADO%20EN%20EL%20BARRIO%20LA%20VEGA/publicacion/124385
2,"FSE 5137,ARRIENDO APARTAESTUDIO, CONSTA DE: ALCOBA, BAÑO, COCINA, ZONA DE LAVADO, CERCA A UNICENTRO,INF. 3013718592 - 3014060838",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20APARTAESTUDIO%20CERCA%20A%20UNICENTRO/publicacion/124369
2,"FSE 5153,SE ARRIENDA APARTAMENTO PARA PERSONA SOLA O MAXIMO 2, BARRIO VILLAFLOR I,CONSTA DE: 1 HABITACION, SALA, BAÑO, COCINA, PATIO DE ROPAS,ENTRADA Y SERVICIOS PUBLICOS INDEPENDIENTES ,VALOR $600.000 MENSUALES Y DEPOSITO DE $500.000,MAYOR INFORMACION TELEFONO Y WHATSAPP 3225828347,DIRECCION CRA 6E 21D-42 VILLAFLOR I",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20VILLAFLOR%20I/publicacion/124386
2,"FSE 5134,SE ARRIENDA APARTAESTUDIO CENTRAL,INFORMES 3187005099",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAESTUDIO%20CENTRAL/publicacion/124366
2,"FSE 5144,SE ARRIENDA APARTAESTUDIO MUY AGRADABLE,CONSTA DE: COCINA CON ALACENA ESTUFA, ALCOBA CON CLOSET Y CAMA, BAÑO CON DUCHA DE AGUA CALIENTE, BIEN ORGANIZADO, AZOTEA CON CUBIERTA PARA LA ROPA, ZONA DE LAVANDERIA, PARA PERSONA SOLA QUE TRABAJE, VALOR $380.000,DIR. CRA 18 #10A-28 BARRIO ATAHUALPA ,INF. 3134149126",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAESTUDIO%20MUY%20AGRADABLE%20BARRIO%20ATAHUALPA%20/publicacion/124376
2,"FSE 5154,SE ARRIENDA O ANTICRESA APARTAESTUDIO, AREA 35MT,CONSTA DE: SALA, ALCOBA, COCINA, BAÑO Y TERRAZA,5 PISO, CALLE 16A 32-30 MARIDIAZ,INF. 3217514477",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20O%20ANTICRESA%20APARTAESTUDIO%20MARIDIAZ/publicacion/124387
2,,https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EN%20EL%20BARRIO%20LA%20MINGA/publicacion/124434
2,"FSE 5180,SE ARRIENDA HERMOSO APARTAMENTO, CONSTA DE: 2 HABITACIONES, SALA COMEDOR, COCINA, ZONA DE LAVANDERIA, PISOS EN CERAMICA,VALOR $500.000,BARRIO SAN CARLOS CONDOMINIO INVIPAZ,INF. 3166835303",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20HERMOSO%20APARTAMENTO%20BARRIO%20SAN%20CARLOS%20CONDOMINIO%20INVIPAZ/publicacion/124420
2,"FSE 5191,SE ARRIENDA APARTAMENTO,CONSTA DE: SALA COMEDOR, COCINA, 3 ALCOBAS CON CLOSET, 1 BAÑO Y PATIO DE ROPAS, PARQUEADERO COMUN, AGUALONGO II BLOQUES AMARILLOS, BLOQUE 4 APTO 103,INFORMES CEL. 3164692465 - 3153971545",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20AGUALONGO%20II%20BLOQUES%20AMARILLOS/publicacion/124431
2,"FSE 5190,ARRIENDO APARTAMENTO PEQUEÑO, CONSTA DE: SALA PEQUEÑA, 1 ALCOBA, COCINA COMEDOR, BAÑO, PATIO, EN UN PRIMER PISO, BARRIO CORAZON DE JESUS,SIN MASCOTAS ,INF. 3159250352",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20APARTAMENTO%20PEQUE%C3%91O%20BARRIO%20CORAZON%20DE%20JESUS/publicacion/124430
2,"FSE 5178,ARRIENDO APARTAMENTO, EN MIRADOR DE AQUINE ,INF. 3187892693",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20APARTAMENTO%20EN%20MIRADOR%20DE%20AQUINE%20/publicacion/124418
2,"FSE 5185,SE ARRIENDA APARTAMENTO, CONSTA DE: 3 ALCOBAS CON CLOSET, 3 BAÑOS, SALA, COMEDOR, COCINA TOTALMENTE EQUIPADA, PATIO DE ROPAS CON COLGADORES, CUARTO DE BODEGA,AGUA, LUZ, GAS DOMICILIARIO INDEPENDIENTE, UBICACION: BARRIO CAPUSIGRA A UNA CUADRA DEL EXITO PANAMERICANA ,INFORMES CEL. 3007825488",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20CAPUSIGRA/publicacion/124425
2,,https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20ACOGEDOR%20APARTAESTUDIO%20AMOBLADO%20EN%20FATIMA%20/publicacion/124401
2,"FSE 5183,SE ARRIENDA APARTAMENTO GRANDE ,CONSTA DE: 5 ALCOBAS, 2 BAÑOS, COCINA - SALA, COMEDOR Y TERRAZA,INF. 3154790500",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20GRANDE%20/publicacion/124423
1,"FSE 5240,ARRIENDO APARTAMENTO CONJUNTO RESIDENCIAL SOTAVENTO ,CONSTA DE: 3 ALCOBAS CON CLOSET, 2 BAÑOS, SALA - COMEDOR, COCINA INTEGRAL, GAS DOMICILIARIO, ZONA DE LAVANDERIA, PARQUEADERO COMUN Y VIGILANCIA PRIVADA ,INFORMACION 3165793682",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20APARTAMENTO%20CONJUNTO%20RESIDENCIAL%20SOTAVENTO%20/publicacion/124482
1,"FSE 5253,SE ARRIENDA APARTAMENTO BARRIO TAMASAGRA MANZANA 22 CASA 23, VIA PRINCIPAL ,CONSTA DE: 2 ALCOBAS, SALA, COCINA - COCINA, PATIO DE ROPAS, PARQUEADERO CARRO PEQUEÑO ,VALOR $700.000,INF. 3017474475",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20TAMASAGRA%20/publicacion/124497
1,,https://amorelpasto.com/clasificados/web/app.php/categorias/ARRENDO%20APARTA-ESTUDIO%20CENTRAL%20(3ER%20PISO)/publicacion/124491
1,,https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EDIFICIO%20HABITAR%20DE%20LA%20COLINA/publicacion/124529
1,"FSE 5308,SE ARRIENDA APARTAMENTO PARANA,CONSTA DE: 3 HABITACIONES, 2 BAÑOS, ZONA DE LAVANDERIA, PARQUEADERO ,INF. 3183217755 - 3154890084",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20PARANA/publicacion/124555
1,"FSE 5297,SE ARRIENDA APARTAMENTO EN VILLAVERGEL CONJUNTO CERRADO, UBICADO SECTOR PANAMERICANA, UNIVERSIDAD NARIÑO VIPRI ,CONSTA DE: SALA, COMEDOR, COCINA, ESPACIO DE ROPAS, 3 HABITACIONES, 2 BAÑOS, HABITACION AUXILIAR CON BAÑO Y PARQUEADERO CUBIERTO ,PISO 4 SIN ASCENSOR ,INF. 3183838801",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20EN%20VILLAVERGEL%20CONJUNTO%20CERRADO/publicacion/124544
1,,https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20QUINTAS%20DE%20SAN%20PEDRO%20/publicacion/124528
1,"FSE 5288,SE ARRENDA APARTAESTUDIO EN El PORTAL DEL NORTE MZ 4 CASA 19
AL FRENTE DEL PORTAL DE ARANDA, A LADO DE VILLA NUEVA 2,CONSTA DE: BAÑO, COCINA (ALCANZA NEVERA Y COMEDOR PEQUEÑO), LAVADERO,
ALCOBA (ALCANZA CAMA DOBLE, DOS NOCHEROS Y ARMARIO), VALOR $360.000 INCLUIDO SERVICIOS,INFO 3137311013",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRENDA%20APARTAESTUDIO%20EN%20El%20PORTAL%20DEL%20NORTE%20/publicacion/124535
1,"FSE 5272-1,SE ARRIENDA APARTAMENTO BARRIO ATAHUALPA ,CALLE 10B #18A25,INF. 3154490655 - 3164942970",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20ATAHUALPA%20/publicacion/124519
1,"FSE 5336,SE ARRIENDA COMO PARA ESTRENAR APARTAESTUDIO,CON TODOS LOS SERVICIOS ,SITUADO SECTOR MORASURCO CARRERA 43 No 22-08 EDIFICIO MILETO PRIMER PISO,VISTA PANORAMICA, NUEVO PARQUE ,INF. 3187824536 - 3177890109,FIJO 6027223329",https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20COMO%20PARA%20ESTRENAR%20APARTAESTUDIO/publicacion/124588
1,"FSE 5329,SE ARRIENDA APARTAMENTO BARRIO FÁTIMA,CONSTA DE: 3 ALCOBAS, HALL, COCINA, TERRAZA,TOTALMENTE INDEPENDIENTE,INFORMES 3206407021","https://amorelpasto.com/clasificados/web/app.php/categorias/SE%20ARRIENDA%20APARTAMENTO%20BARRIO%20F%C3%81TIMA,/publicacion/124581"
1,"FSE 5370,ARRIENDO APARTAESTUDIO BARRIO MORASURCO, CON GARAJE Y BODEGA,ALCOBA INDEPENDIENTE, SALA, COMEDOR COCINA INTEGRAL,VETRO 1,CALLE 21   # 41  51,VALOR $800.000,INF. 3166200446",https://amorelpasto.com/clasificados/web/app.php/categorias/ARRIENDO%20APARTAESTUDIO%20BARRIO%20MORASURCO/publicacion/124621
